"Am I at risk for COVID-19 from mail, packages, or products?,""There is still a lot that is unknown about COVID-19 and how it spreads. Coronaviruses are thought to be spread most often by respiratory droplets. Although the virus can survive for a short period on some surfaces, it is unlikely to be spread from domestic or international mail, products or packaging. However, it may be possible that people can get COVID-19 by touching a surface or object that has the virus on it and then touching their own mouth, nose, or possibly their eyes, but this is not thought to be the main way the virus spreads. Learn more about safe handling of deliveries and mail.""";;
"Is it okay for me to donate blood?,""In healthcare settings across the United States, donated blood is a lifesaving, essential part of caring for patients. The need for donated blood is constant, and blood centers are open and in urgent need of donations. CDC encourages people who are well to continue to donate blood if they are able, even if they are practicing social distancing because of COVID-19. CDC is supporting blood centers by providing recommendations that will keep donors and staff safe. Examples of these recommendations include spacing donor chairs 6 feet apart, thoroughly adhering to environmental cleaning practices, and encouraging donors to make donation appointments ahead of time.""";;
"Should contact lens wearers take special precautions to prevent COVID-19?,""Currently there is no evidence to suggest contact lens wearers are more at risk for acquiring COVID-19 than eyeglass wearers. Contact lens wearers should continue to practice safe contact lens wear and care hygiene habits to help prevent against transmission of any contact lens-related infections, such as always washing hands with soap and water before handling lenses. People who are healthy can continue to wear and care for their contact lenses as prescribed by their eye care professional. Find more information about how coronavirus spreads and how to protect yourself. Visit CDC’s contact lens website for more information on healthy contact lens wear and care.""";;
"Is contact lens disinfecting solution effective against COVID-19?,""Hydrogen peroxide-based systems for cleaning, disinfecting, and storing contact lenses should be effective against the virus that causes COVID-19. For other disinfection methods, such as multipurpose solution and ultrasonic cleaners, there is currently not enough scientific evidence to determine efficacy against the virus. Always use solution to disinfect your contact lenses and case to kill germs that may be present. Handle your lenses over a surface that has been cleaned and disinfected. Find more information about how coronavirus spreads and how to protect yourself. Visit CDC’s contact lens website for more information on healthy contact lens wear and care.""";;
"Should I use soap and water or hand sanitizer to protect against COVID-19?,""Handwashing is one of the best ways to protect yourself and your family from getting sick. Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing"; going to the bathroom;" and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol."""
"What cleaning products should I use to protect against COVID-19?,""Clean and disinfect frequently touched surfaces such as tables, doorknobs, light switches, countertops, handles, desks, phones, keyboards, toilets, faucets, and sinks. If surfaces are dirty, clean them using detergent or soap and water prior to disinfection. To disinfect, most common EPA-registered household disinfectants will work. See CDC’s recommendations for household cleaning and disinfection.""";;
"What should I do if I get sick or someone in my house gets sick?,""Most people who get COVID-19 will be able to recover at home. CDC has directions for people who are recovering at home and their caregivers, including: Stay home when you are sick, except to get medical care. Use a separate room and bathroom for sick household members (if possible). Wash your hands often with soap and water for at least 20 seconds, especially after blowing your nose, coughing, or sneezing"; going to the bathroom;" and before eating or preparing food. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Always wash hands with soap and water if hands are visibly dirty. Provide your sick household member with clean disposable facemasks to wear at home, if available, to help prevent spreading COVID-19 to others. Clean the sick room and bathroom, as needed, to avoid unnecessary contact with the sick person. However, some people may need emergency medical attention. Watch for symptoms and learn when to seek emergency medical attention. When to Seek Emergency Medical Attention Look for emergency warning signs* for COVID-19. If someone is showing any of these signs, seek emergency medical care immediately Trouble breathing Persistent pain or pressure in the chest New confusion Inability to wake or stay awake Bluish lips or face *This list is not all possible symptoms. Please call your medical provider for any other symptoms that are severe or concerning to you. Call 911 or call ahead to your local emergency facility: Notify the operator that you are seeking care for someone who has or may have COVID-19."""
"What should I do if I have had close contact with someone who has COVID-19?,""Be alert for symptoms. Watch for fever, cough, shortness of breath, or other symptoms of COVID-19. Take your temperature and follow CDC guidance if you have symptoms.""";;
"What is the risk of my child becoming sick with COVID-19?,""Based on available evidence, children do not appear to be at higher risk for COVID-19 than adults. While some children and infants have been sick with COVID-19, adults make up most of the known cases to date. However, a few children have developed multisystem inflammatory syndrome (MIS-C). Currently, information about this syndrome is limited. CDC is working with state and local health departments to learn more about MIS-C.""";;
"How can I protect my child from COVID-19 infection?,""You can encourage your child to help stop the spread of COVID-19 by teaching them to do the same things everyone should do to stay healthy. Avoid close contact with people who are sick. Stay home when you are sick, except to get medical care. Cover your coughs and sneezes with a tissue and throw the tissue in the trash. Wash your hands often with soap and water for at least 20 seconds. If soap and water are not readily available, use an alcohol-based hand sanitizer with at least 60% alcohol. Clean and disinfect frequently touched surfaces and objects, like tables, countertops, light switches, doorknobs, and cabinet handles). You can find additional information on preventing COVID-19 at How to Protect Yourself & Others. Additional information on how COVID-19 is spread is available at How COVID-19 Spreads. More information on Keeping Children Healthy during the COVID-19 Outbreak is available online.""";;
"Are the symptoms of COVID-19 different in children than in adults?,""No. The symptoms of COVID-19 are similar in children and adults. COVID-19 can look different in different people. For many people, being sick with COVID-19 would be a little bit like having the flu. People can get a fever, cough, or have a hard time taking deep breaths. Most people who have gotten COVID-19 have not gotten very sick. Only a small group of people who get it have had more serious problems. CDC and partners are investigating cases of multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19. Learn more about COVID-19 and multisystem inflammatory syndrome in children (MIS-C).""";;
"Should children wear masks?,""CDC recommends that everyone 2 years and older wear a mask that covers their nose and mouth in public settings when around people not living in your household, particularly where other social distancing measures are difficult to maintain. Masks should NOT be put on babies or children younger than 2 because of the danger of suffocation. Children younger than 2 years of age are listed as an exception as well as anyone who has trouble breathing or is unconscious, incapacitated, or otherwise unable to remove the mask without assistance.""";;
"How do I prepare my children in case of COVID-19 outbreak in our community?,""Outbreaks can be stressful for adults and children. When you talk with your child, try to stay calm, and reassure them that they are safe. Talk to your children about COVID-19 and help them cope with stress.""";;
"What is multisystem inflammatory syndrome in children (MIS-C) and who is at risk?,""Multisystem inflammatory syndrome in children (MIS-C) is a condition where different body parts can become inflamed, including the heart, lungs, kidneys, brain, skin, eyes, or gastrointestinal organs. We do not yet know what causes MIS-C. However, we know that many children with MIS-C had the virus that causes COVID-19, or had been around someone with COVID-19. MIS-C can be serious, even deadly, but most children who were diagnosed with this condition have gotten better with medical care. Contact your child’s doctor, nurse, or clinic right away if your child is showing symptoms of MIS-C. Seek emergency care right away if your child is showing any of these emergency warning signs of MIS-C or other concerning signs.""";;
"Can my child hang out with their friends?,""The key to slowing the spread of COVID-19 is to practice social distancing. While school is out, children should not have in-person playdates with children from other households. If children are playing outside their own homes, it is essential that they remain 6 feet from anyone who is not in their own household. Some children with certain underlying medical conditions are at higher risk for severe illness from COVID-19. Make sure children practice everyday preventive behaviors, such as washing their hands often with soap and water. Remember, if children meet outside of school in groups, it can put everyone at risk. For more information, see Help Stop the Spread of COVID-19 in Children.""";;
"How can I help my child continue learning?,""Stay in touch with your child’s school. Many schools are offering lessons online (virtual learning). Review assignments from the school, and help your child establish a reasonable pace for completing the work. You may need to assist your child with turning on devices, reading instructions, and typing answers. Create a schedule and routine for learning at home, but remain flexible. Consider the needs and adjustment required for your child’s age group. The transition to being at home will be different for preschoolers, K-5, middle school students, and high school students. Talk to your child about expectations and how they are adjusting to being at home versus at school. Look for ways to make learning fun. For more information, see Help Children Learn at Home.""";;
Will kids have access to school meals?,Check with your school on plans to continue meal services during the school dismissal. Many schools are keeping school facilities open to allow families to pick up meals or are providing grab-and-go meals at a central location.;;
"How can I keep my children healthy?,""Watch your child for any signs of illness. Watch for signs of stress in your child. Teach and reinforce everyday preventive actions. Help your child stay active. Help your child stay socially connected. For more information, see Keep Children Healthy during the COVID-19 Outbreak.""";;
